id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
1748,Pineapple Buddies,Breakfast For Brunch,0.773,0.153,6,-16.781,1,0.109,0.817,0.761,0.213,0.647,80.14,118500,4,2023,chill
1749,Thoughts,Orum Palmer,0.759,0.454,7,-13.703,1,0.0476,0.703,0.686,0.123,0.0856,119.981,133000,4,2023,
1750,Movin' on Up,Primal Scream,0.523,0.76,5,-12.437,1,0.0325,0.103,0.00068,0.0666,0.581,94.267,228267,4,1991,
1751,SAD B!TCH,Anne-Marie,0.544,0.692,0,-3.207,0,0.155,0.296,0,0.131,0.618,193.954,132794,4,2023,
1752,Let It Out,Mist Ant,0.684,0.339,8,-8.087,1,0.051,0.901,0.885,0.11,0.159,85.003,186088,4,2022,
1753,Coming Undone,Korn,0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,199773,4,2005,
1754,Don't Wait Up,Shakira,0.916,0.552,3,-5.051,0,0.0546,0.344,0.000722,0.0566,0.349,118.981,204044,4,2021,
1755,Sunbeams,NSH,0.654,0.67,1,-10.393,1,0.0403,0.149,0.157,0.118,0.528,120.028,147125,4,2022,chill
1756,Falling,Trevor Daniel,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,159382,4,2018,
1757,Mr OCB - Xxplosive (Lofi Dream),Mr OCB,0.745,0.299,5,-11.739,0,0.0506,0.129,0.942,0.152,0.339,150.054,127400,4,2022,chill
1758,Cry,Cigarettes After Sex,0.409,0.399,7,-10.456,1,0.0275,0.763,0.654,0.112,0.161,142.823,256800,4,2019,
1759,Do I Love You (Indeed I Do),Various Artists,0.654,0.818,0,-5.875,1,0.0479,0.647,7.81E-06,0.4,0.7,132.923,141520,4,2006,
1760,Tongue Tied,Grouplove,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,218013,4,2011,
1761,"Happy - From ""Despicable Me 2""",Pharrell Williams,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,2014,
1762,Take You Dancing,Jason Derulo,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,2020,
1763,Love Someone,Lukas Graham,0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,205440,4,2018,sad
1764,Fuel,Metallica,0.49,0.951,1,-3.777,1,0.0477,2.02E-05,0.0027,0.0314,0.589,106.946,269800,4,1997,
1765,Beautiful Pain (Losin My Mind),Polo G,0.597,0.477,1,-9.638,0,0.642,0.137,0,0.113,0.512,80.382,171442,4,2020,
1766,no rain today,Avenue Arts,0.7,0.0785,3,-17.997,0,0.0543,0.805,0.879,0.102,0.703,80.029,84000,4,2022,
1767,Красота И Сила,IC3PEAK,0.567,0.622,1,-9.391,0,0.318,0.0569,0.00399,0.39,0.17,152,145000,4,2018,
1768,Choose Your Fighter,Nova Twins,0.545,0.847,2,-5.882,1,0.108,0.000459,0.00153,0.436,0.573,130.051,135467,4,2022,
1769,As the World Caves In,Sarah Cothran,0.422,0.25,0,-6.836,1,0.0351,0.441,0,0.35,0.246,124.026,161613,4,2021,
1770,All Around The CN Tower,Florida Frank,0.726,0.56,0,-10.82,1,0.0544,0.846,0.917,0.138,0.134,81.074,142222,4,2023,chill
1771,idontwannabeyouanymore,Billie Eilish,0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,203569,3,2017,
1772,Take It (Yuck),Offica,0.814,0.603,1,-9.346,0,0.362,0.23,0,0.0706,0.784,143.281,176224,4,2021,
1773,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4,2020,
1774,Bounce Out With That,YBN Nahmir,0.865,0.624,8,-8.224,1,0.103,0.033,0,0.0984,0.396,94.94,97344,4,2018,
1775,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,177323,3,2019,
1776,Eugene,Arlo Parks,0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,221804,4,2020,
1777,ROUND HERE (PART ONE),Tobe Nwigwe,0.412,0.532,1,-10.39,0,0.263,0.0173,0.0803,0.389,0.287,159.923,102398,4,2022,
1778,Only Love Can Hurt Like This - Slowed Down Version,Paloma Faith,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26E-05,0.554,0.387,82.012,257744,4,2022,
1779,all I want is you,Rebzyyx,0.46,0.999,11,-1.307,1,0.325,0.112,0,0.245,0.779,145.911,151415,4,2021,
1780,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,161124,4,2013,
1781,London,love_eight,0.809,0.219,6,-10.921,0,0.0859,0.804,0.89,0.108,0.283,82.025,155305,4,2022,chill
1782,Physical,Dua Lipa,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829,4,2020,
1783,Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4,2015,
1784,NUMB,Chri$tian Gate$,0.682,0.598,8,-5.694,1,0.264,0.0575,0,0.299,0.823,103.791,112500,4,2021,
1785,Someone You Loved,Various Artists,0.623,0.271,0,-11.946,1,0.0309,0.527,0.000246,0.0909,0.0676,109.973,181091,4,2023,
1786,Never Love You Again,Cheat Codes,0.645,0.786,1,-5.337,0,0.0554,0.0343,3.57E-06,0.139,0.597,124.962,191329,4,2021,
1787,Deaf,Just Mustard,0.441,0.75,4,-6.886,1,0.0351,0.0617,0.00216,0.306,0.502,97.107,312400,4,2018,
1788,What You Know (feat. Levka Rey),KHEMIS,0.616,0.711,9,-8.48,0,0.0781,0.167,1.96E-05,0.596,0.312,119.997,165000,4,2022,chill
1789,OKRA,"Tyler, The Creator",0.589,0.57,1,-9.54,1,0.361,0.0456,1.51E-06,0.137,0.441,136.203,151027,4,2018,
1790,Talking To Myself,Namic,0.715,0.679,11,-5.263,1,0.0778,0.517,0,0.121,0.438,120.114,131000,4,2022,
1791,GUY.exe,Superfruit,0.77,0.732,4,-4.601,0,0.0508,0.0305,0,0.157,0.889,110.011,222680,4,2017,
1792,7 Words,Deftones,0.431,0.906,9,-6.13,1,0.0945,0.0001,0.0001,0.123,0.53,125.459,223893,4,1995,
1793,Pushing Me Away,Linkin Park,0.484,0.913,6,-4.305,1,0.0425,0.000391,0,0.309,0.279,103.103,191440,4,2000,
1794,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7,201600,4,2020,
1795,The Suffering,Coheed and Cambria,0.55,0.917,11,-5.075,1,0.096,0.0114,0,0.221,0.879,156.958,223653,4,2005,angry
1796,Paris,Kate Nash,0.346,0.928,9,-4.102,1,0.13,0.152,8.31E-05,0.102,0.362,179.909,184840,4,2010,
1797,I Should Live in Salt,The National,0.519,0.612,5,-7.1,1,0.0254,0.181,7.08E-06,0.105,0.158,134.046,248044,4,2013,
1798,Cosmetics,Mr Zakky,0.704,0.202,1,-12.599,0,0.101,0.711,0.919,0.104,0.568,147.965,104595,4,2022,
1799,Say Cheese,Poppy,0.452,0.893,10,-5.284,0,0.114,0.000272,0.258,0.308,0.42,124.805,162247,4,2021,
1800,Mandem,Sevn Alias,0.462,0.83,6,-6.64,0,0.412,0.143,0,0.676,0.837,74.964,237158,4,2016,
1801,Love Songs - Bonus,Kaash Paige,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,2019,sad
1802,Best Friend,Rex Orange County,0.575,0.714,6,-5.247,1,0.0596,0.395,0,0.115,0.32,144.982,262231,4,2017,
1803,The Pieces,Slow Club,0.611,0.765,9,-8.04,1,0.0559,0.0966,0,0.241,0.509,119.978,201466,4,2014,
1804,Save Myself,Ed Sheeran,0.552,0.29,10,-5.617,1,0.0448,0.85,0,0.227,0.481,78.842,247107,4,2017,
1805,kiss kiss,Machine Gun Kelly,0.569,0.85,1,-5.134,1,0.055,0.000279,0,0.337,0.769,162.061,138097,4,2020,
1806,F2020,Avenue Beat,0.702,0.597,2,-7.067,1,0.207,0.587,3.62E-06,0.112,0.383,85.016,181852,4,2020,
1807,Paradise,Coldplay,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75E-05,0.0833,0.212,139.631,278719,4,2011,
1808,Summer,Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,2014,
1809,Super Duper Love,Joss Stone,0.69,0.767,11,-3.411,0,0.14,0.0207,0,0.131,0.668,187.993,260013,4,2003,happy
1810,For Real,Lil Uzi Vert,0.902,0.673,4,-7.481,1,0.458,0.159,0,0.289,0.615,132.066,177048,4,2017,angry
1811,COURAGE LIKE MAGGIE,indieSkyz,0.452,0.238,2,-11.963,0,0.0335,0.895,0,0.169,0.399,112.702,193809,4,2023,
1812,U Said,Lil Peep,0.265,0.827,7,-4.661,1,0.104,0.0434,0,0.117,0.131,82.021,224053,4,2017,
1813,Uh Huh Okay (Remix),Emmavie,0.457,0.414,1,-8.165,0,0.0371,0.107,4.68E-05,0.0845,0.0388,124.141,254000,4,2022,chill
1814,Another Song About the Weekend,A Day To Remember,0.443,0.941,0,-4.824,1,0.0649,2.39E-05,0,0.0965,0.644,162.999,225653,4,2009,
1815,Coping,Rosie Darling,0.432,0.444,6,-7.298,1,0.125,0.605,0,0.104,0.209,82.79,190267,4,2021,
1816,Too Good At Goodbyes,Sam Smith,0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,4,2017,
1817,New York Girls,Bellowhead,0.677,0.907,2,-7.512,1,0.0499,0.65,0.00564,0.317,0.829,122.013,272133,4,2010,
1818,Still Breathing (Without You),Rolipso,0.518,0.574,1,-7.437,0,0.0287,0.000929,0.0295,0.104,0.0755,99.963,151198,4,2022,
1819,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,0.664,0.872,3,-3.117,1,0.0396,0.0306,0,0.228,0.555,129.873,210093,4,2011,
1820,Outlaws & Outsiders,Cory Marks,0.5,0.866,9,-4.338,1,0.0443,0.0575,0,0.129,0.629,176.189,197235,4,2019,
1821,you should see me in a crown,Billie Eilish,0.697,0.552,1,-10.271,0,0.196,0.479,0.127,0.147,0.278,75.235,180567,4,2018,
1822,Make Me Feel,Janelle Monáe,0.859,0.413,1,-7.399,1,0.182,0.132,0,0.334,0.697,115.035,194230,4,2018,
1823,Pocketful of Sunshine,Natasha Bedingfield,0.721,0.88,9,-3.896,0,0.0454,0.191,0,0.0769,0.655,110.021,202907,4,2007,
1824,Take Care,Drake,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22E-05,0.0888,0.299,121.845,277387,4,2011,
1825,Mrs Magic,Strawberry Guy,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,208500,4,2019,sad
1826,Twilight,Luca,0.527,0.447,6,-11.152,1,0.0685,0.905,0.39,0.117,0.147,95.771,202656,4,2020,
1827,What's My Name?,Rihanna,0.689,0.784,2,-2.972,1,0.074,0.182,0,0.0843,0.561,99.954,263173,4,2010,happy
1828,Important (The Way I Wrote It),Ian McConnell,0.771,0.452,3,-7.131,1,0.0402,0.891,4.35E-06,0.0925,0.63,112.065,128103,4,2022,
1829,Love All (with JAY-Z),Drake,0.73,0.576,2,-5.442,1,0.287,0.354,3.59E-05,0.15,0.155,92.131,228461,4,2021,chill
1830,Can We Dance,The Vamps,0.64,0.82,1,-4.729,0,0.0464,0.00312,0,0.189,0.583,130.108,192711,4,2014,
1831,Another Lie,gts,0.61,0.556,4,-7.145,0,0.062,0.668,0.000234,0.288,0.4,109.719,135273,4,2022,
1832,Sunrise,Moise,0.687,0.636,9,-10.205,0,0.0344,0.384,0.366,0.281,0.251,105.987,167547,4,2022,chill
1833,What It Feels Like,Navos,0.631,0.841,5,-4.284,1,0.0434,0.0306,0.00049,0.157,0.366,124.998,146513,4,2022,
1834,Heat Waves,Glass Animals,0.761,0.525,11,-6.9,1,0.0944,0.44,6.70E-06,0.0921,0.531,80.87,238805,4,2020,
1835,Miss The Rage (feat. Playboi Carti),Trippie Redd,0.584,0.859,8,-5.616,1,0.121,0.0144,0,0.847,0.369,77.005,236883,4,2021,
1836,Tonde Iru Tori,Komorebi,0.748,0.381,6,-9.306,0,0.0748,0.897,0.949,0.13,0.4,88.009,107416,4,2021,
1837,Hotel,Montell Fish,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333,4,2022,
1838,never knew a heart could break itself,Zach Hood,0.579,0.454,9,-7.264,1,0.0427,0.465,0,0.0997,0.461,78.949,155223,4,2022,sad
1839,Desire,Years & Years,0.685,0.792,10,-4.157,0,0.0443,0.223,0,0.334,0.736,126.002,206773,4,2015,
1840,Bite Me,Avril Lavigne,0.491,0.792,8,-4.382,1,0.0699,0.00381,0,0.359,0.74,169.997,159746,4,2022,
1841,Fingernails,DON BROCO,0.613,0.946,1,-4.522,0,0.113,0.00391,0.0338,0.11,0.374,141.994,245244,4,2022,angry
1842,Shower,Becky G,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,206167,4,2014,
1843,Cloudy Day,Tones And I,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81E-06,0.0246,0.366,116.011,185304,4,2021,
1844,Hard in Da Paint,Waka Flocka Flame,0.611,0.66,11,-5.883,1,0.0839,0.198,0,0.365,0.583,71.544,246387,4,2010,
1845,Rage,Rico Nasty,0.836,0.901,2,-3.351,1,0.321,0.0372,0.000387,0.136,0.728,140.031,140571,4,2018,
1846,Sing It With Me,JP Cooper,0.54,0.793,5,-4.379,1,0.0493,0.0744,0,0.354,0.399,112.219,201199,4,2019,
1847,Elastic Heart - Piano Version,Sia,0.44,0.306,9,-5.403,1,0.0377,0.903,0,0.0888,0.25,71.021,250133,4,2015,
1848,Came Here for Love,Sigala,0.698,0.869,6,-3.294,1,0.0467,0.0223,0,0.121,0.715,125.007,203387,4,2018,
1849,When We Were Young,Adele,0.381,0.594,3,-5.97,1,0.0486,0.348,0,0.0925,0.273,143.86,290907,4,2016,
1850,N 2 Deep,Drake,0.507,0.429,2,-7.726,1,0.326,0.0518,0,0.109,0.0744,91,273578,3,2021,chill
1851,Mysterious Vibes,The Blackbyrds,0.587,0.321,8,-19.623,0,0.0274,0.0558,0.00332,0.107,0.716,92.69,290067,4,1994,
1852,Say It to My Face,Thutmose,0.686,0.793,10,-5.963,0,0.249,0.143,0.122,0.236,0.422,131.971,139091,4,2018,angry
1853,Future Lovers,Nice Gii,0.74,0.107,6,-10.517,0,0.0556,0.525,0.752,0.188,0.373,78.982,148861,4,2022,chill
1854,I Found,Amber Run,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,273000,4,2015,
1855,Come Home,OneRepublic,0.521,0.155,0,-12.147,1,0.0286,0.947,9.32E-06,0.103,0.16,75.003,261653,4,2007,sad
1856,Permission to Dance,BTS,0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,187585,4,2021,
1857,make daddy proud,blackbear,0.818,0.497,4,-7.249,0,0.0502,0.162,0,0.0645,0.814,102.042,208235,3,2017,
1858,Birthday Cake,Dylan Conrique,0.436,0.255,3,-8.623,1,0.0364,0.955,3.28E-05,0.106,0.15,113.265,205280,4,2022,
1859,Keep Me Going,LU2VYK,0.763,0.669,9,-11.329,0,0.247,0.669,0.000547,0.154,0.0583,116.019,153421,4,2023,
1860,changes,Diphda,0.549,0.15,11,-14.758,1,0.041,0.944,0,0.0889,0.468,129.328,127385,4,2023,sad
1861,The Past and Pending - 2021 Remaster,The Shins,0.594,0.338,9,-11.365,1,0.039,0.85,0.0592,0.0937,0.14,119.605,325375,4,2001,
1862,Something To Sing About,X84,0.747,0.116,9,-20.919,1,0.0619,0.94,0.885,0.0852,0.424,77.976,164140,4,2022,chill
1863,Someday We'll Know,Cal1,0.752,0.706,1,-7.097,0,0.0315,0.0187,0.000322,0.28,0.511,116.982,200667,4,2023,
1864,snowcovered dreams,Dreamy Kid,0.642,0.364,8,-11.519,0,0.062,0.932,0.872,0.111,0.215,84.97,102059,4,2022,
1865,Funeral,Phoebe Bridgers,0.218,0.263,11,-14.416,1,0.0376,0.947,0.00028,0.0919,0.307,170.724,232373,4,2017,
1866,Look At Me!,XXXTENTACION,0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,126346,4,2017,
1867,Heartbeat,Richie Rych,0.759,0.304,3,-11.747,0,0.0299,0.205,0.856,0.128,0.886,86.031,115814,4,2023,chill
1868,Maniac,Carpenter Brut,0.482,0.781,3,-4.398,0,0.0532,3.08E-05,0,0.0706,0.481,83.043,278360,4,2020,
1869,HEAVE,MARAUDA,0.393,0.99,1,-3.464,1,0.342,0.0134,0.276,0.386,0.129,132.495,192108,4,2022,angry
1870,Feel The Same,Fabio Vee,0.744,0.801,5,-5.61,1,0.0299,0.153,0.272,0.0772,0.486,110.001,176727,4,2022,
1871,Radar Detector,Darwin Deez,0.749,0.714,4,-5.055,1,0.199,0.102,0.00794,0.173,0.782,96.515,189827,4,2009,
1872,Try,Colbie Caillat,0.609,0.367,1,-9.765,1,0.0291,0.804,0,0.108,0.545,140.006,224547,4,2014,
1873,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,0.808,0.617,10,-9.32,0,0.442,0.113,0,0.734,0.632,149.962,166400,4,2018,
1874,FDT,YG,0.8,0.51,8,-7.201,1,0.497,0.172,0,0.259,0.146,96.69,226640,4,2016,
1875,Nice & Slow,Abel Cainstro,0.512,0.409,6,-9.33,0,0.132,0.831,0.899,0.11,0.224,79.852,125250,1,2022,
1876,Obey (with YUNGBLUD),Bring Me The Horizon,0.462,0.99,1,-3.175,0,0.211,0.000103,0,0.374,0.204,137.061,220539,4,2020,
1877,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,2016,
1878,Worth It (feat. Kid Ink),Fifth Harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,4,2015,
1879,Windowsills,Oscar Hollis,0.737,0.161,5,-18.395,1,0.11,0.909,0.941,0.121,0.169,87.981,155455,4,2021,chill
1880,Pope Is a Rockstar,SALES,0.725,0.446,4,-8.958,0,0.0287,0.85,0.243,0.107,0.311,90.024,187333,4,2016,
1881,Love You For A Long Time,Maggie Rogers,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.109,0.822,112.993,223120,4,2019,happy
1882,6 Foot 7 Foot,Lil Wayne,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,248587,4,2011,
1883,Guidance,Rosa Mahoney,0.697,0.545,1,-9.359,0,0.305,0.713,0.818,0.43,0.426,84.018,143571,4,2022,chill
1884,Guys My Age,Hey Violet,0.69,0.688,8,-4.817,0,0.0374,0.104,0,0.0948,0.269,122.048,212305,4,2016,
1885,First Day Out,Tee Grizzley,0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,254694,4,2017,angry
1886,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,4,2021,happy
1887,Someone To Stay,Vancouver Sleep Clinic,0.436,0.473,1,-7.24,1,0.0307,0.588,4.35E-05,0.103,0.242,108.906,254013,4,2017,
1888,Friend,Hunter Hayes,0.306,0.304,8,-9.589,0,0.0447,0.696,0.000575,0.116,0.326,82.227,215561,4,2022,sad
1889,Be Honest,Jorja Smith,0.767,0.746,4,-5.891,0,0.106,0.344,0,0.11,0.635,98.04,207031,4,2019,
1890,Override,KSLV Noh,0.688,0.761,4,-4.607,0,0.163,0.00477,0.41,0.175,0.536,111.014,114625,4,2021,angry
1891,Around the Fur,Deftones,0.449,0.87,5,-4.241,0,0.112,1.94E-05,0.0411,0.0797,0.229,79.952,211733,4,1997,
1892,Street Guide Pt.1,ONEFOUR,0.597,0.625,11,-8.8,0,0.374,0.285,0,0.472,0.601,142.653,187560,4,2021,
1893,INCOMING,MC ORSEN,0.905,0.876,2,-5.467,1,0.0422,0.00391,0.841,0.058,0.31,124.976,140160,4,2021,
1894,Cool Kids,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,237627,4,2013,happy
1895,Creep,ORYL,0.504,0.326,6,-12.361,1,0.0592,0.673,0.0217,0.32,0.103,106.233,132271,4,2021,
1896,BANGARANG,KILLEDDY,0.557,0.939,6,-5.699,1,0.154,0.00345,0.406,0.735,0.569,145.023,97655,4,2020,
1897,"life, on hold",my head is empty,0.202,0.0182,1,-30.934,0,0.0365,0.845,0.857,0.0792,0.0772,64.361,88615,4,2022,sad
1898,days for you,Ted Jasper,0.767,0.29,4,-15.472,0,0.0674,0.424,0.0674,0.133,0.358,122.941,161000,4,2022,
1899,Say Something,A Great Big World,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,3,2014,
1900,Slow Motion,Trey Songz,0.733,0.408,7,-7.834,0,0.0388,0.679,3.92E-05,0.11,0.291,94.947,197854,4,2015,
1901,Keeps Me Wondering Why,Juliette,0.672,0.247,6,-10.749,1,0.0619,0.841,0.919,0.097,0.121,80.039,117750,4,2023,
1902,Honey Bee Delight,Mister Decaf,0.67,0.436,2,-10.033,1,0.0615,0.89,0.881,0.091,0.218,150.023,160000,4,2023,
1903,Crossroad,Does it matter,0.437,0.529,8,-11.953,1,0.0586,0.631,0.000368,0.0948,0.39,114.964,147652,4,2022,
1904,Fountains (with Tems),Drake,0.843,0.485,10,-8.735,0,0.195,0.181,0.0675,0.107,0.689,100.053,192418,4,2021,chill
1905,Patience,Take That,0.309,0.783,10,-4.154,1,0.0405,0.142,1.11E-06,0.118,0.372,175.788,202067,4,2006,
1906,Love You Goodbye,One Direction,0.546,0.657,1,-4.787,1,0.0332,0.0928,0,0.119,0.361,133.188,196933,4,2015,sad
1907,Bringing It Back,Digga D,0.849,0.761,2,-6.853,1,0.323,0.245,0,0.351,0.789,143.051,190938,4,2021,angry
1908,Call On Me,RAYE,0.582,0.889,0,-4.386,1,0.0491,0.021,0,0.687,0.438,121.977,194880,4,2021,
1909,A Second to Midnight,Kylie Minogue,0.803,0.764,5,-5.233,1,0.0387,0.0339,0.000703,0.206,0.614,122.014,207987,4,2021,happy
1910,"Soul Sucker, Pt. 2",Ellise,0.574,0.413,2,-7.22,0,0.142,0.673,0,0.199,0.193,79.444,161250,4,2021,
1911,whore,mehro,0.766,0.265,7,-12.35,1,0.0315,0.904,0.0492,0.0899,0.369,136.063,163385,4,2022,
1912,Element,Zatsuma,0.811,0.142,11,-12.593,1,0.135,0.712,0.899,0.112,0.298,140.043,139031,4,2022,
1913,Girls,Marcus & Martinus,0.86,0.753,8,-2.48,1,0.0397,0.185,0,0.197,0.916,117.961,208960,4,2016,happy
1914,Alphamale,Mandaworld,0.704,0.767,1,-9.528,0,0.0298,0.275,0.864,0.0957,0.513,105.004,297429,4,2021,
1915,Believe,Cher,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027,4,1998,
1916,It's Not Unusual,Tom Jones,0.346,0.716,0,-10.001,1,0.0735,0.571,0,0.189,0.904,184.499,119800,4,1965,
1917,Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4,2015,
1918,My Town,Frank Carter & The Rattlesnakes,0.592,0.947,0,-3.259,1,0.0837,0.065,0,0.23,0.544,177.01,164485,4,2021,angry
1919,Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867,4,2020,
1920,Smooth (feat. Rob Thomas),Santana,0.612,0.924,9,-3.877,1,0.0316,0.159,4.34E-05,0.103,0.96,115.953,295987,4,2007,
1921,Highway to Hell,AC/DC,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,208400,4,1979,
1922,Fucc Valentines,Honcho Moonk,0.76,0.539,2,-10.895,1,0.325,0.00817,0,0.284,0.588,140.105,207203,4,2018,
1923,Old School Love,Lonely Joyman,0.724,0.151,7,-16.933,0,0.0805,0.757,0.89,0.146,0.0839,87.003,166897,4,2022,
1924,Understand,Shawn Mendes,0.613,0.616,0,-6.33,1,0.39,0.355,0,0.099,0.102,78.996,300973,4,2017,sad
1925,Those Eyes,New West,0.597,0.351,4,-8.043,1,0.0281,0.727,3.86E-05,0.319,0.243,119.948,220750,3,2019,
1926,The World Ain't Slowin' Down,Ellis Paul,0.596,0.504,11,-9.359,1,0.0347,0.646,3.72E-06,0.106,0.422,119.001,289200,4,1998,
1927,Time and Time Again,Vacant Clinic,0.729,0.488,9,-9.537,1,0.0674,0.287,0.901,0.119,0.147,84.001,191429,4,2022,chill
1928,CRUDELIA - I nervi,Marracash,0.547,0.554,7,-7.563,1,0.102,0.149,0,0.344,0.0702,82.178,230923,3,2019,
1929,Looking Out for You,Joy Again,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,179499,4,2016,
1930,Dead Of Winter,The Make Believes,0.642,0.774,9,-6.704,0,0.0293,0.00155,0.00279,0.099,0.83,119.931,213087,4,2018,
1931,Perfect,Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,3,2017,
1932,Victory Lap,Teenage Priest,0.685,0.665,0,-7.08,1,0.0294,0.137,0.0376,0.16,0.881,117.942,253179,4,2022,
1933,99 Problems,JAY-Z,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,234627,4,2003,
1934,I GUESS I'M IN LOVE,Clinton Kane,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77E-05,0.149,0.223,77.213,204094,4,2021,
1935,The Fault in Our Stars,Troye Sivan,0.481,0.179,3,-21.424,1,0.109,0.613,2.84E-05,0.145,0.405,74.85,187195,4,2013,
1936,All The Things She Said,t.A.T.u.,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,2002,
1937,Girls Need Love (with Drake) - Remix,Summer Walker,0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,222374,4,2018,happy
1938,What's Love Got to Do with It,Kygo,0.75,0.664,8,-5.908,0,0.154,0.275,0,0.0632,0.617,105.023,208156,4,2020,happy
1939,La Cobra,That Mexican OT,0.672,0.682,7,-6.828,1,0.411,0.0825,0,0.145,0.729,84.587,136200,4,2021,
1940,When The Lights Go Out,Patrick Droney,0.679,0.689,0,-7.208,1,0.0586,0.0208,0.1,0.243,0.431,115.067,198693,4,2021,
1941,Death Lotto,ovg!,0.799,0.685,10,-11.687,0,0.225,0.296,0.234,0.191,0.419,121.998,133896,4,2022,angry
1942,L.O.V.(e).,Ella Eyre,0.654,0.698,1,-4.693,0,0.185,0.254,0,0.0614,0.602,96.017,173600,4,2020,
1943,waves,Coastlinez,0.683,0.256,4,-12.214,0,0.045,0.669,0.899,0.121,0.323,79.976,182923,4,2022,
1944,Diddy Bop (x Louis The Child),Various Artists,0.69,0.466,6,-4.812,1,0.102,0.417,0.0011,0.114,0.28,81.935,219627,4,2018,
